Source,Target,Weight
Sweden,Bosnia and Herzegovina,1
Ukraine,Romania,2
United States,Turkey,2
Belarus,South Korea,1
Chile,Israel,1
Mexico,Gambia,1
South Africa,Guatemala,1
Padania,Gozo,1
Iraqi Kurdistan,Two Sicilies,1
Australia,Denmark,2
Netherlands,Ghana,2
Portugal,Cameroon,2
Costa Rica,Switzerland,1
Two Sicilies,Provence,1
Paraguay,Greece,1
North Macedonia,Romania,1
Brazil,Zimbabwe,1
Germany,Bosnia and Herzegovina,1
Mexico,Italy,1
China PR,France,1
Ivory Coast,Japan,2
Slovenia,New Zealand,1
Padania,Two Sicilies,1
Gozo,Provence,1
United States,Australia,1
Ghana,Latvia,1
Romania,Honduras,1
Serbia,Cameroon,1
Slovakia,Costa Rica,1
South Africa,Denmark,1
Occitania,Two Sicilies,1
Nigeria,North Korea,1
Brazil,Tanzania,1
Slovenia,Algeria,1
Ghana,Serbia,1
Brazil,North Korea,1
Switzerland,Spain,2
Mexico,France,1
Serbia,Germany,1
Brazil,Ivory Coast,1
Paraguay,Slovakia,1
Spain,Honduras,1
South Africa,France,1
Australia,Serbia,1
United States,Algeria,1
Japan,Denmark,1
Slovakia,Italy,1
Ivory Coast,North Korea,1
Netherlands,Slovakia,2
Botswana,Tunisia,2
Saint Martin,Saint Barthélemy,2
Botswana,Chad,2
Botswana,Zimbabwe,4
Ivory Coast,Italy,1
Albania,Uzbekistan,1
Uruguay,Angola,1
Iran,Armenia,1
Kazakhstan,Oman,1
Montenegro,Northern Ireland,1
Cameroon,Poland,1
Greece,Serbia,1
Slovenia,Australia,1
Ethiopia,Chad,1
Republic of Ireland,Armenia,3
Belarus,France,1
Moldova,Finland,1
Botswana,Togo,1
Peru,Canada,1
Gambia,Namibia,1
Guinea-Bissau,Kenya,3
South Africa,Niger,1
Zambia,Comoros,3
Austria,Kazakhstan,2
Montenegro,Bulgaria,3
Lithuania,Czech Republic,1
Peru,Jamaica,2
Japan,Guatemala,2
Norway,Portugal,1
Australia,Poland,1
Scotland,Liechtenstein,2
Ukraine,Chile,1
India,Namibia,1
Zambia,Yemen,1
Dominica,Barbados,2
Yemen,Palestine,2
Puerto Rico,Anguilla,4
Cayman Islands,Anguilla,1
Puerto Rico,Saint Martin,2
Anguilla,Saint Martin,1
Brazil,Iran,1
Armenia,Slovakia,2
India,Vietnam,1
Japan,Argentina,1
Belgium,Kazakhstan,4
Montenegro,Switzerland,1
Barbados,Montserrat,1
Oman,Gabon,1
Estonia,Serbia,1
Burkina Faso,Gambia,1
Mozambique,Comoros,5
Malawi,Chad,3
Benin,Rwanda,2
Senegal,Mauritius,2
Morocco,Tanzania,5
Chile,United Arab Emirates,1
Central African Republic,Algeria,1
Congo,Eswatini,3
Ethiopia,Madagascar,3
Niger,Egypt,1
Brazil,Ukraine,1
Azerbaijan,Turkey,1
Bulgaria,Saudi Arabia,2
Botswana,Equatorial Guinea,1
Portugal,Iceland,4
Italy,Serbia,1
Germany,Kazakhstan,4
Kuwait,Vietnam,1
Czech Republic,Liechtenstein,2
Chile,Oman,1
Philippines,Macau,3
Saudi Arabia,Gabon,1
Angola,United Arab Emirates,1
Dominica,Dominican Republic,1
Suriname,Bonaire,4
Antigua and Barbuda,Suriname,1
China PR,Latvia,1
Egypt,Australia,1
Guatemala,Guyana,3
Paraguay,Hong Kong,1
Montenegro,Azerbaijan,2
Belarus,Oman,1
Poland,Ivory Coast,1
Georgia,Slovenia,1
Haiti,Qatar,2
Indonesia,Timor-Leste,5
Cuba,Grenada,2
Philippines,Vietnam,2
Qatar,Egypt,2
Qatar,Estonia,2
Catalonia,Honduras,1
Iran,Angola,2
Sweden,Botswana,1
Moldova,Andorra,5
Croatia,Czech Republic,1
Iran,Russia,1
Serbia,Israel,2
Latvia,Bolivia,1
Luxembourg,Slovakia,1
Cameroon,North Macedonia,2
Mexico,Bosnia and Herzegovina,3
Philippines,Mongolia,2
Liechtenstein,San Marino,3
Spain,Colombia,1
Tanzania,Palestine,1
Macau,Cambodia,1
Gibraltar,Faroe Islands,1
Mongolia,Philippines,1
Palestine,Bangladesh,3
Afghanistan,Bhutan,5
Tajikistan,Cambodia,1
Maldives,Kyrgyzstan,2
Philippines,Bangladesh,1
Palestine,Myanmar,2
Estonia,Uruguay,1
Montenegro,Uzbekistan,1
Panama,Bolivia,4
Albania,Belarus,3
Slovakia,Andorra,2
Bosnia and Herzegovina,Romania,2
Cape Verde,Liberia,3
Georgia,Croatia,1
Uganda,Guinea-Bissau,2
Malawi,Togo,2
Mali,Zimbabwe,1
Tanzania,Central African Republic,2
Sudan,Eswatini,2
Libya,Comoros,1
Canada,Belarus,1
China PR,Honduras,1
Equatorial Guinea,Gambia,1
Australia,Germany,1
Oman,Tunisia,1
Denmark,Slovakia,1
North Korea,Afghanistan,1
Réunion,New Caledonia,2
Monaco,Vatican City,3
South Africa,Tanzania,1
Occitania,Romani people,1
Panama,Grenada,3
Tunisia,Central African Republic,1
Corsica,Bulgaria,1
Nigeria,Argentina,2
Equatorial Guinea,Brittany,1
Croatia,Georgia,2
Liechtenstein,Lithuania,1
Central African Republic,Tanzania,1
Guinea,Madagascar,1
Liberia,Cape Verde,1
Bosnia and Herzegovina,Albania,2
Gambia,Gabon,2
Panama,Guadeloupe,1
Canada,Guadeloupe,1
Venezuela,Mexico,1
Paraguay,Romania,1
Panama,United States,2
Palestine,Vatican City,1
Guatemala,Grenada,3
United States,Guadeloupe,1
Belize,Montserrat,2
Chile,Estonia,1
Argentina,Albania,1
Uruguay,Estonia,1
Colombia,Senegal,2
Gibraltar,Alderney,1
Isle of Wight,Ynys Môn,1
Isle of Wight,Alderney,1
Guernsey,Gotland,2
Åland Islands,Western Isles,1
Peru,Senegal,1
Ynys Môn,Alderney,1
Saare County,Western Isles,1
Palestine,Afghanistan,2
Mongolia,Myanmar,2
Nepal,Timor-Leste,2
Vietnam,Macau,2
Falkland Islands,Alderney,1
Greenland,Western Isles,2
Ynys Môn,Gotland,2
Gibraltar,Saare County,1
Guernsey,Åland Islands,1
Aruba,Saint Lucia,1
Jordan,Yemen,1
Saint Lucia,Aruba,2
Iran,Madagascar,1
India,Qatar,1
China PR,Laos,2
Jordan,Nepal,4
Kuwait,Philippines,4
Lebanon,Bangladesh,2
Oman,Myanmar,3
Tajikistan,Syria,3
Thailand,Palestine,1
Bangladesh,Lebanon,1
Vietnam,Qatar,2
El Salvador,Venezuela,1
Slovakia,Austria,1
Belarus,Bulgaria,2
Cyprus,Moldova,1
Guinea-Bissau,Equatorial Guinea,2
Gambia,DR Congo,1
Ivory Coast,Israel,1
Lithuania,Armenia,2
Malta,Central African Republic,1
Norway,Czech Republic,1
Sweden,Ukraine,1
Australia,Wales,1
Indonesia,Palestine,1
Tuvalu,Samoa,1
Bahrain,Sudan,1
Tuvalu,American Samoa,1
Guam,American Samoa,1
Cook Islands,Kiribati,1
Bosnia and Herzegovina,Belarus,2
Canada,Saint Lucia,2
Nicaragua,Dominica,4
El Salvador,Dominican Republic,4
Belize,Grenada,2
Estonia,Slovenia,2
Uruguay,Ukraine,1
Wales,Montenegro,1
Burkina Faso,Equatorial Guinea,1
Kenya,Guinea-Bissau,1
Namibia,Gambia,2
Sierra Leone,Egypt,1
Niger,South Africa,1
Togo,Botswana,1
Zimbabwe,Liberia,2
Tahiti,Kiribati,1
El Salvador,Cayman Islands,2
Czech Republic,Ukraine,1
Estonia,Northern Ireland,2
Guyana,Bermuda,3
Jordan,China PR,1
North Korea,Tajikistan,4
Lebanon,United Arab Emirates,1
Luxembourg,Albania,2
Canada,Puerto Rico,1
Venezuela,Guinea,1
Antigua and Barbuda,United States Virgin Islands,4
Grenada,Belize,3
Panama,Dominica,3
Cape Verde,Zimbabwe,1
Egypt,Niger,4
Algeria,Central African Republic,2
Rwanda,Benin,1
Japan,Tajikistan,4
Philippines,Nepal,4
Slovenia,Serbia,1
Dominican Republic,Suriname,1
Switzerland,Montenegro,1
Venezuela,Argentina,2
Brazil,Gabon,1
Azerbaijan,Albania,1
Tanzania,Chad,1
Czech Republic,Montenegro,5
Namibia,Djibouti,2
Dominican Republic,Cayman Islands,3
Equatorial Guinea,Madagascar,1
Lesotho,Burundi,1
Mexico,Serbia,1
Oman,Australia,1
Puerto Rico,Saint Lucia,2
Curaçao,United States Virgin Islands,4
Honduras,Serbia,1
Canada,Saint Kitts and Nevis,2
Lebanon,South Korea,1
Madagascar,Equatorial Guinea,3
United States,Slovenia,1
Chad,Tanzania,1
Ukraine,Austria,1
Belize,Saint Vincent and the Grenadines,2
American Samoa,Tonga,2
Maldives,Seychelles,2
Bonaire,Curaçao,1
Chagos Islands,Raetia,1
Maldives,Bangladesh,5
Rwanda,Sudan,3
Afghanistan,Nepal,2
Tunisia,Basque Country,1
Occitania,Cilento,1
Senegal,Sudan,3
Angola,Sierra Leone,1
Gozo,Raetia,1
São Tomé and Príncipe,Lesotho,1
Sweden,Bahrain,1
Equatorial Guinea,Libya,4
Lebanon,Iraq,1
Ghana,Botswana,1
Equatorial Guinea,Senegal,1
Romania,Turkmenistan,1
Zambia,Equatorial Guinea,1
Sudan,Burkina Faso,1
Gabon,Tunisia,1
Ivory Coast,Equatorial Guinea,2
Nicaragua,Puerto Rico,2
United Arab Emirates,Palestine,2
Azerbaijan,India,1
Armenia,Canada,1
Bolivia,Cuba,1
Sweden,Croatia,2
Estonia,El Salvador,1
Ukraine,Israel,2
United States,Italy,1
Uzbekistan,Japan,1
Luxembourg,North Macedonia,2
Montenegro,Iceland,1
Palestine,Azerbaijan,1
Slovakia,Turkey,1
Costa Rica,Wales,1
Burundi,Zimbabwe,1
Cameroon,Guinea-Bissau,4
Chad,Malawi,2
DR Congo,Seychelles,2
Cape Verde,Madagascar,2
Liberia,Namibia,1
Palestine,Nepal,1
Tajikistan,India,3
North Korea,Philippines,2
Philippines,India,1
Palestine,Maldives,3
Philippines,Tajikistan,3
Philippines,Palestine,1
Occitania,Sápmi,2
Iran,Mauritania,1
Iran,Mozambique,1
Chagos Islands,Sealand,1
Panama,Guyana,2
Albania,Qatar,2
Iraq,Sierra Leone,1
Japan,Azerbaijan,1
Libya,Rwanda,4
Peru,Nigeria,1
Venezuela,Moldova,1
El Salvador,Moldova,1
New Zealand,Honduras,1
Republic of Ireland,Bosnia and Herzegovina,2
Jordan,Sierra Leone,1
Albania,Iran,1
Austria,Ukraine,2
Hungary,Czech Republic,1
Puerto Rico,Nicaragua,1
Central African Republic,Botswana,1
Malta,Luxembourg,2
Poland,Andorra,3
Tunisia,Equatorial Guinea,5
Benin,Mali,1
Niger,Gabon,2
Iraqi Kurdistan,Western Sahara,1
Zanzibar,Raetia,1
Northern Cyprus,Darfur,1
France,Estonia,1
Sweden,Serbia,1
Occitania,Western Sahara,2
Raetia,Tamil Eelam,1
Provence,Darfur,1
Zanzibar,Tamil Eelam,1
Provence,Northern Cyprus,1
Western Sahara,Darfur,1
Occitania,Tamil Eelam,2
Japan,Jordan,3
Mexico,Guyana,2
Russia,Czech Republic,2
United States,Antigua and Barbuda,2
Western Sahara,Raetia,1
Tunisia,Cape Verde,3
Tamil Eelam,Raetia,3
Zanzibar,Provence,1
Iraqi Kurdistan,Northern Cyprus,1
Ethiopia,Central African Republic,2
Vietnam,Hong Kong,4
Libya,Cameroon,1
Tanzania,Gambia,1
Raetia,Monaco,1
Czech Republic,Greece,1
Costa Rica,Guyana,2
Central African Republic,Egypt,1
Zimbabwe,Burundi,1
Sudan,Lebanon,1
Curaçao,Bonaire,2
Guam,Macau,2
Liechtenstein,Andorra,1
Malta,San Marino,3
Bolivia,Guyana,1
Slovakia,Denmark,2
Estonia,Poland,1
Jordan,Uzbekistan,2
North Macedonia,Lithuania,1
Montenegro,Latvia,2
Portugal,Panama,1
Spain,Puerto Rico,1
Bosnia and Herzegovina,Wales,2
Cameroon,Nepal,1
Maldives,Syria,1
Cameroon,Maldives,1
Cameroon,India,1
Australia,Lebanon,2
Tajikistan,Qatar,1
Hungary,Andorra,5
Suriname,British Virgin Islands,2
Georgia,Belarus,2
Jamaica,United States,3
Republic of Ireland,Kazakhstan,2
Martinique,Montserrat,1
Cape Verde,Cameroon,2
Central African Republic,Burkina Faso,1
Guadeloupe,Saint Barthélemy,1
Montserrat,British Virgin Islands,1
Mozambique,Morocco,1
DR Congo,Equatorial Guinea,1
Bosnia and Herzegovina,Latvia,2
Bulgaria,Armenia,1
Cyprus,Iceland,1
Finland,Czech Republic,1
France,Belarus,3
Gabon,Saudi Arabia,1
Spain,Georgia,6
Greece,Lithuania,2
El Salvador,Guyana,1
Republic of Ireland,Oman,3
Jordan,Australia,3
Lebanon,Iran,1
Panama,Canada,2
Montenegro,San Marino,2
Sweden,Kazakhstan,2
Haiti,French Guiana,1
Dominican Republic,Barbados,4
Dominica,Aruba,1
Dominican Republic,Dominica,2
Philippines,Taiwan,2
Timor-Leste,Cambodia,1
Brunei,Cambodia,1
Timor-Leste,Laos,1
Brazil,Iraq,1
Italy,Armenia,3
Spain,Belarus,4
Sweden,Faroe Islands,4
Japan,France,1
French Guiana,Anguilla,2
Poland,South Africa,1
Saudi Arabia,Congo,1
French Guiana,Saint Kitts and Nevis,3
Trinidad and Tobago,Anguilla,2
Equatorial Guinea,DR Congo,1
Albania,Slovenia,1
Belarus,Georgia,1
Colombia,Cameroon,2
North Macedonia,Serbia,1
Montenegro,Ukraine,1
Saint Lucia,Curaçao,1
Artsakh,Abkhazia,1
Dominican Republic,Guadeloupe,1
Turkmenistan,Laos,2
Estonia,Oman,1
Bosnia and Herzegovina,Algeria,1
Armenia,Lithuania,1
Ivory Coast,Austria,1
Uzbekistan,Iran,1
Spain,Panama,1
Uruguay,Poland,1
Serbia,Chile,1
Thailand,Bhutan,1
United Arab Emirates,Estonia,1
French Guiana,Haiti,2
Palestine,Syria,1
Ethiopia,South Sudan,3
Kenya,South Sudan,4
Malawi,Eritrea,1
Philippines,Myanmar,2
Uganda,South Sudan,3
Australia,Guam,1
French Guiana,Jamaica,1
Cuba,French Guiana,1
Palestine,Lebanon,1
Oman,Palestine,3
Oman,Benin,1
Bahrain,Guinea,1
Togo,Oman,1
Burkina Faso,Eswatini,3
Finland,Thailand,1
Belgium,Slovakia,1
Chile,Egypt,1
Palestine,India,2
Japan,Latvia,1
Kenya,Libya,1
North Korea,Laos,1
North Macedonia,Denmark,1
Kazakhstan,Moldova,3
Ecuador,Portugal,1
Romania,Australia,1
Argentina,Sweden,1
Tanzania,Cameroon,1
Myanmar,Guam,1
Nepal,Northern Mariana Islands,1
India,Guam,2
Laos,Sri Lanka,3
Afghanistan,Mongolia,3
Palestine,Northern Mariana Islands,1
Bangladesh,Northern Mariana Islands,1
Sri Lanka,Mongolia,1
Sealand,Alderney,1
Oman,Haiti,1
Jordan,Belarus,1
Turkey,Andorra,4
Bosnia and Herzegovina,Greece,1
Egypt,Eswatini,3
Hong Kong,Vietnam,1
Lebanon,Thailand,2
Montenegro,Moldova,3
Albania,Norway,1
Iceland,Slovenia,1
South Africa,Central African Republic,2
Dominican Republic,Haiti,1
Ethiopia,Botswana,2
Mali,Rwanda,3
Tanzania,Morocco,1
Belarus,Canada,1
Jordan,Japan,1
Israel,Northern Ireland,1
Peru,Trinidad and Tobago,1
Philippines,Turkmenistan,2
Serbia,Scotland,1
Ukraine,Moldova,2
Libya,Mauritania,1
Qatar,Latvia,1
Liberia,Iraq,1
Brittany,Mali,1
Slovenia,Turkey,1
Israel,Honduras,2
Philippines,Hong Kong,1
Bulgaria,Kazakhstan,2
Poland,Liechtenstein,1
Romania,Trinidad and Tobago,1
Hungary,Kuwait,1
Malta,Armenia,1
Scotland,Croatia,2
Estonia,Trinidad and Tobago,1
Ukraine,Montenegro,1
Andalusia,Madrid,1
Botswana,Ethiopia,1
Spain,Haiti,1
Australia,Jordan,5
Armenia,Denmark,1
Argentina,Guatemala,2
Moldova,Kyrgyzstan,1
Botswana,Central African Republic,1
Ethiopia,South Africa,1
Nigeria,Tahiti,1
Italy,Japan,1
Uruguay,Nigeria,1
Spain,Tahiti,1
Spain,Nigeria,1
Uruguay,Tahiti,1
Tamil Eelam,Sealand,1
Occitania,Sealand,1
Namibia,Mauritius,2
Raetia,Alderney,1
Martinique,Canada,1
Panama,Mexico,2
United States,Belize,1
Panama,Martinique,6
Bermuda,Greenland,2
Falkland Islands,Frøya,2
Bermuda,Falkland Islands,1
Cuba,Belize,2
Bermuda,Frøya,1
Albania,Armenia,4
Azerbaijan,Malta,2
United States,Bosnia and Herzegovina,2
Chile,Iraq,1
Colombia,Serbia,1
Costa Rica,Dominican Republic,1
Finland,Slovenia,2
Kazakhstan,Georgia,1
Luxembourg,Lithuania,4
Mexico,Ivory Coast,1
Northern Ireland,Russia,1
Uganda,Botswana,3
Nepal,India,1
Qatar,Mauritius,1
Slovakia,Bosnia and Herzegovina,3
Armenia,Czech Republic,1
Kazakhstan,Faroe Islands,1
South Korea,Haiti,1
North Macedonia,Wales,1
Ukraine,San Marino,2
Angola,Liberia,1
Gambia,Tanzania,1
Lesotho,Sudan,1
Togo,DR Congo,1
Trinidad and Tobago,Saudi Arabia,1
Mauritania,Canada,1
Finland,Georgia,1
Luxembourg,Northern Ireland,1
Botswana,Burkina Faso,2
Armenia,Bulgaria,1
Azerbaijan,Northern Ireland,1
England,Montenegro,3
Slovenia,Norway,2
Wales,North Macedonia,1
Belarus,Japan,1
Brazil,Zambia,1
United Arab Emirates,Hong Kong,3
South Korea,Mali,1
Moldova,Montenegro,1
Philippines,Pakistan,1
Uzbekistan,Vietnam,3
Jordan,Nigeria,1
Indonesia,Kyrgyzstan,1
Jordan,Zambia,1
United Arab Emirates,Philippines,1
Uruguay,Jordan,1
Colombia,Belgium,1
South Korea,Switzerland,1
Syria,Singapore,4
Ukraine,France,1
Bonaire,Aruba,1
Spain,Equatorial Guinea,1
Montenegro,Luxembourg,2
Australia,Costa Rica,1
Guam,Cambodia,1
Malta,Faroe Islands,2
Russia,South Korea,2
Slovenia,Canada,1
South Africa,Spain,1
Seychelles,Maldives,2
Zanzibar,South Sudan,1
Zambia,Burundi,2
Basque Country,Peru,1
Occitania,Galicia,1
Catalonia,Cape Verde,1
Sealand,Chagos Islands,1
Faroe Islands,Gibraltar,1
Algeria,Slovenia,1
Ecuador,Australia,2
Egypt,Bosnia and Herzegovina,1
Botswana,South Sudan,1
Georgia,Liechtenstein,1
Estonia,Gibraltar,4
Guinea,Iran,1
North Macedonia,Latvia,3
Montenegro,Ghana,1
Azerbaijan,Philippines,1
Indonesia,Andorra,1
Cuba,Indonesia,1
Aruba,Guam,1
Ellan Vannin,Monaco,1
Mauritania,Mauritius,2
Kuwait,Afghanistan,2
Mauritania,Equatorial Guinea,1
Namibia,Congo,1
Benin,São Tomé and Príncipe,2
Kenya,Comoros,1
Liberia,Lesotho,1
Mozambique,South Sudan,1
Palestine,Kyrgyzstan,1
Turkey,Kosovo,3
Belarus,Liechtenstein,1
Afghanistan,Turkmenistan,1
Philippines,Laos,3
Ukraine,Niger,1
Kyrgyzstan,Myanmar,5
Slovakia,Montenegro,1
Moldova,Saudi Arabia,1
Senegal,Kosovo,1
Serbia,Jamaica,1
Armenia,United Arab Emirates,1
Japan,Cyprus,1
Philippines,Maldives,3
Angola,Morocco,1
Tunisia,South Korea,1
Paraguay,Cameroon,1
Georgia,Saudi Arabia,1
Franconia,Raetia,2
Aruba,Turks and Caicos Islands,1
Bosnia and Herzegovina,Ivory Coast,1
French Guiana,British Virgin Islands,1
Montserrat,United States Virgin Islands,2
Palestine,Philippines,2
Algeria,Armenia,1
Croatia,Mali,1
Guinea-Bissau,Central African Republic,1
Rwanda,Libya,1
Sierra Leone,Eswatini,1
Uganda,Madagascar,1
Aruba,British Virgin Islands,1
Equatorial Guinea,Mauritania,2
Lesotho,Liberia,1
French Guiana,Turks and Caicos Islands,1
Bonaire,United States Virgin Islands,3
Arameans Suryoye,Iraqi Kurdistan,1
Padania,Darfur,1
Ellan Vannin,Artsakh,1
Arameans Suryoye,Tamil Eelam,1
Abkhazia,Sápmi,3
South Ossetia,Darfur,1
Ellan Vannin,County of Nice,1
Turks and Caicos Islands,British Virgin Islands,1
United Arab Emirates,Georgia,1
Bosnia and Herzegovina,Mexico,1
Switzerland,Peru,1
Iraqi Kurdistan,Tamil Eelam,1
Padania,South Ossetia,1
County of Nice,Artsakh,1
Argentina,Trinidad and Tobago,1
Ivory Coast,El Salvador,1
Gibraltar,Malta,1
County of Nice,Padania,1
Sápmi,Tamil Eelam,1
Artsakh,Darfur,1
Greece,Bolivia,1
Colombia,Jordan,1
Japan,Zambia,1
County of Nice,South Ossetia,1
Ellan Vannin,Arameans Suryoye,1
Argentina,Slovenia,1
Belgium,Tunisia,2
Cameroon,Moldova,1
Spain,El Salvador,1
Estonia,Tajikistan,1
Hungary,Kazakhstan,1
Artsakh,Sápmi,2
Tamil Eelam,Darfur,1
Occitania,Abkhazia,1
France,Jamaica,1
Iran,Trinidad and Tobago,2
Arameans Suryoye,South Ossetia,1
Costa Rica,Uruguay,1
France,Honduras,1
Switzerland,Ecuador,1
United States,Ghana,3
Netherlands,Australia,1
Croatia,Cameroon,1
Chile,Spain,1
Colombia,Ivory Coast,1
Costa Rica,Italy,1
Argentina,Iran,1
Nigeria,Bosnia and Herzegovina,1
Spain,Australia,1
Netherlands,Chile,1
Greece,Ivory Coast,1
Bosnia and Herzegovina,Iran,1
Switzerland,Honduras,1
Indonesia,Nepal,2
Portugal,Ghana,2
Mali,China PR,1
France,Nigeria,1
Germany,Algeria,1
Botswana,Guinea-Bissau,1
Sierra Leone,Seychelles,1
Uganda,Mauritania,2
Benin,Malawi,1
Lesotho,Kenya,1
Northern Mariana Islands,Macau,1
Malawi,Benin,1
Tajikistan,Malaysia,1
Sealand,Raetia,1
Sealand,Seborga,1
Sri Lanka,Seychelles,1
Seychelles,Sri Lanka,2
Myanmar,Palestine,1
United States,Czech Republic,1
Latvia,Armenia,2
Belarus,Tajikistan,1
Belgium,Australia,1
Croatia,Cyprus,3
Peru,Iraq,1
South Korea,Venezuela,1
French Guiana,Puerto Rico,1
South Africa,Sudan,3
Bonaire,Suriname,1
Burkina Faso,Lesotho,2
Cape Verde,Niger,2
Singapore,Papua New Guinea,1
Barbados,Bonaire,1
Poland,Gibraltar,2
Northern Ireland,Hungary,1
Kosovo,Oman,1
Albania,Portugal,1
Slovakia,Ukraine,2
Uzbekistan,New Zealand,1
Wales,Andorra,2
Cyprus,Bosnia and Herzegovina,2
Peru,Qatar,1
Senegal,Botswana,2
Cape Verde,Zambia,1
DR Congo,Sierra Leone,3
Uganda,Guinea,1
Morocco,Central African Republic,3
Slovakia,Spain,1
Netherlands,Kazakhstan,2
Costa Rica,Oman,1
Mali,Ethiopia,1
Republic of Ireland,Gibraltar,6
Mozambique,Cape Verde,1
Poland,Germany,2
Austria,Montenegro,2
French Guiana,Barbados,2
Timor-Leste,Brunei,3
Slovenia,Lithuania,2
Philippines,Papua New Guinea,1
Dominican Republic,Saint Lucia,2
Tanzania,Benin,2
Ukraine,North Macedonia,5
Croatia,Azerbaijan,2
Iceland,Netherlands,2
Czech Republic,Kazakhstan,2
Uruguay,Oman,1
China PR,Paraguay,1
Hungary,Faroe Islands,3
Georgia,Gibraltar,6
Argentina,Hong Kong,1
Qatar,Australia,1
Albania,Serbia,1
Cape Verde,Mozambique,3
Ethiopia,Mali,1
Zambia,Niger,1
Székely Land,Raetia,2
Palestine,Vietnam,1
Estonia,Norway,1
Germany,Gibraltar,2
Faroe Islands,Greece,2
Denmark,Serbia,3
Malawi,Mali,1
Liechtenstein,Moldova,1
Estonia,Jordan,1
Italy,Albania,4
Colombia,Slovenia,1
Zambia,Cape Verde,1
Occitania,Ellan Vannin,1
Cape Verde,Congo,1
Japan,Palestine,1
Burkina Faso,Botswana,3
South Africa,Mali,2
Sweden,Ivory Coast,1
Iceland,Canada,2
Nigeria,Yemen,1
Algeria,South Africa,1
Australia,United Arab Emirates,4
Equatorial Guinea,Tunisia,3
Ghana,Equatorial Guinea,1
Bermuda,Grenada,2
Mongolia,Timor-Leste,2
Bhutan,Sri Lanka,2
Brunei,Taiwan,1
Taiwan,Brunei,1
United States Virgin Islands,Barbados,1
Nicaragua,Anguilla,3
French Guiana,Honduras,1
Cameroon,Indonesia,1
Colombia,Bahrain,1
Iran,Chile,1
Egypt,Equatorial Guinea,1
Qatar,Algeria,1
Barbados,United States Virgin Islands,4
Curaçao,Montserrat,1
England,Lithuania,4
Belarus,North Macedonia,1
Bosnia and Herzegovina,Andorra,2
Iraq,DR Congo,2
Iceland,Kazakhstan,1
Uruguay,Morocco,1
Honduras,French Guiana,1
Portugal,Serbia,3
Scotland,Gibraltar,2
Bahrain,Philippines,4
Colombia,Kuwait,1
Algeria,Oman,1
Qatar,Slovenia,1
Cameroon,Thailand,1
Mauritania,Niger,1
Cape Verde,Portugal,1
Sweden,Iran,1
Abkhazia,Luhansk PR,1
Abkhazia,Donetsk PR,1
Eswatini,Tanzania,1
Lesotho,Tanzania,2
Madagascar,Ghana,1
Afghanistan,Laos,1
Corsica,Burkina Faso,1
Felvidék,Alderney,1
Ellan Vannin,Panjab,2
Ellan Vannin,Felvidék,2
Panjab,Alderney,1
United States,Netherlands,1
Scotland,Qatar,1
Equatorial Guinea,Andorra,1
Guinea,Chad,2
Uruguay,Guatemala,1
Croatia,Gibraltar,1
Nicaragua,Suriname,2
Denmark,Montenegro,2
Malta,Lithuania,1
Belize,Dominican Republic,2
Guam,Turkmenistan,1
Hong Kong,Bhutan,3
Philippines,Bahrain,1
Spain,Costa Rica,3
Jordan,Tajikistan,4
Canada,Dominica,3
Bosnia and Herzegovina,Israel,1
Eswatini,Guinea,2
Puerto Rico,Grenada,1
Tunisia,Djibouti,2
Albania,France,1
Algeria,Seychelles,2
Angola,Central African Republic,3
Burkina Faso,Comoros,3
Cape Verde,São Tomé and Príncipe,2
Mali,South Sudan,6
Aruba,Barbados,1
Cameroon,Mauritania,2
Ghana,Mauritius,2
Rwanda,Mozambique,2
Ethiopia,Lesotho,2
Guatemala,Bermuda,1
China PR,Bhutan,2
Afghanistan,Cambodia,3
United Arab Emirates,Timor-Leste,2
Guam,India,1
Hong Kong,Maldives,2
Jordan,Trinidad and Tobago,1
North Korea,Uzbekistan,1
Australia,Kyrgyzstan,2
Lebanon,Laos,2
Philippines,Yemen,1
El Salvador,Saint Kitts and Nevis,3
County of Nice,Székely Land,1
Padania,Romani people,2
Felvidék,Székely Land,2
Ellan Vannin,Romani people,1
County of Nice,Felvidék,1
Padania,Ellan Vannin,2
Romani people,Székely Land,1
County of Nice,Ellan Vannin,1
Padania,Felvidék,2
Padania,County of Nice,1
Åland Islands,Saare County,1
Gibraltar,Gotland,1
Falkland Islands,Hitra,1
Isle of Man,Alderney,2
Jersey,Western Isles,2
Greenland,Åland Islands,1
Isle of Wight,Falkland Islands,1
Menorca,Åland Islands,1
Western Isles,Alderney,1
Hitra,Alderney,2
Saare County,Gotland,1
Guernsey,Menorca,2
Menorca,Shetland,1
Luhansk PR,Donetsk PR,1
Donetsk PR,Luhansk PR,1
Cambodia,Bhutan,1
Libya,Tanzania,3
Australia,Bangladesh,3
Qatar,Bhutan,2
Saudi Arabia,Timor-Leste,2
Thailand,Afghanistan,1
American Samoa,Cook Islands,1
Togo,Djibouti,2
Antigua and Barbuda,Guatemala,1
Nicaragua,Jamaica,1
Saint Vincent and the Grenadines,Aruba,1
Burundi,Niger,1
Uganda,Comoros,2
Gabon,Sudan,3
Congo,Guinea-Bissau,3
Mauritania,South Africa,1
Montenegro,Liechtenstein,1
Morocco,São Tomé and Príncipe,2
South Sudan,Equatorial Guinea,1
Raetia,Franconia,1
Central African Republic,DR Congo,1
Cameroon,Gambia,4
